"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
3165599,57498,1,"State-Chartered","NM","FDIC","COUNTRY BANK","AZ",0,0,21584,205672,205511,0,0,0,0.1054,"Arizona",21584,205672,0.1049437940021004317554163911470691197635
3154780,57411,1,"State-Chartered","NM","FDIC","HORIZON COMMUNITY BANK","AZ",0,0,18776,197974,202097,0,0,0,0.0953,"Arizona",18776,197974,0.0948407366623900108095002374049117560892
3131400,57279,1,"State-Chartered","NM","FDIC","COMMERCE BANK OF ARIZONA, INC.","AZ",0,0,10931,174708,173525,0,0,0,0.0634,"Arizona",10931,174708,0.0625672550770428371911990292373560455159
3383599,58186,1,"State-Chartered","NM","FDIC","PINNACLE BANK","AZ",0,0,21000,159904,159426,1472,0,53,0.1308,"Arizona",19475,158379,0.1229645344395405956597781271506954836184
3634394,58402,1,"State-Chartered","NM","FDIC","METRO PHOENIX BANK","AZ",0,0,15662,123694,130703,739,0,3046,0.1078,"Arizona",11877,119909,0.0990501130023601230933457872219766656381
3667132,58678,1,"State-Chartered","NM","FDIC","GATEWAY COMMERCIAL BANK","AZ",0,0,14210,110489,110294,0,0,351,0.1297,"Arizona",13859,110138,0.1258330458152499591421670994570447983439
3592047,58405,1,"National Charter","N","OCC","GOLDWATER BANK, NATIONAL ASSOCIATION","AZ",24671,0,8619,89362,95747,0,0,0,0.0971,"Arizona",8619,89362,0.0964503927844050043642711667151585685191
2963275,57137,1,"State-Chartered","NM","FDIC","MISSION BANK","AZ",0,0,9254,89427,89042,0,0,239,0.1031,"Arizona",9015,89188,0.1010786204422119567654841458492173835045
3596894,58271,1,"National Charter","N","OCC","REPUBLICBANKAZ, NATIONAL ASSOCIATION","AZ",24636,0,12919,88926,85724,392,0,1208,0.1453,"Arizona",11319,87326,0.1296177541625632686714151569979158555299
2919423,35547,1,"National Charter","N","OCC","CANYON COMMUNITY BANK, NATIONAL ASSOCIATION","AZ",24049,0,13343,72207,79006,0,0,18,0.1853,"Arizona",13325,72189,0.1845849090581667567080857194309382315865
3480069,58426,1,"National Charter","N","OCC","WEST VALLEY NATIONAL BANK","AZ",24683,0,6170,53052,48662,0,0,0,0.1163,"Arizona",6170,53052,0.116300987710171152831184498228153509764
311845,8728,0,"State-Chartered","SM","FED","ARVEST BANK","AR",0,0,1604732,15822351,15834094,373446,284356,0,0.0814,"Arkansas",946930,15164549,0.0624436638372825990406968252072646538977
107244,110,0,"State-Chartered","NM","FDIC","BANK OF THE OZARKS","AR",0,0,1555648,9635002,9870373,26898,124350,71479,0.1462,"Arkansas",1332921,9412275,0.1416151780520649896013450520729579193128
456045,11241,0,"State-Chartered","SM","FED","CENTENNIAL BANK","AR",0,0,1172296,9146125,9264881,21443,377983,69639,0.0893,"Arkansas",703231,8677060,0.0810448469873436394354769933595019511217
663245,3890,0,"National Charter","N","OCC","SIMMONS FIRST NATIONAL BANK","AR",6680,0,1020962,7509230,7515756,43612,313609,36353,0.0973,"Arkansas",627388,7115656,0.0881700857939169628211369408526775324721
673440,5633,1,"State-Chartered","NM","FDIC","FIRST SECURITY BANK","AR",0,0,779848,4759270,4903891,1347,14636,4715,0.1445,"Arkansas",759150,4738572,0.1602064925889065313347565469090688080713
324649,3857,1,"National Charter","N","OCC","BEAR STATE BANK, NATIONAL ASSOCIATION","AR",5929,0,184415,1456679,1461020,6713,25717,13563,0.1058,"Arkansas",138422,1410686,0.0981238914967611502488860029801103860108
12946,1291,1,"State-Chartered","SM","FED","FARMERS BANK & TRUST COMPANY","AR",0,0,132309,1260951,1287700,1978,16399,0,0.0908,"Arkansas",113932,1242574,0.091690313816319993819281588058336968261
397540,3864,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF FORT SMITH, THE","AR",1950,0,159173,1225436,1224358,0,18336,4962,0.1167,"Arkansas",135875,1202138,0.113027788822913841838457814327473218549
852544,1528,1,"State-Chartered","SM","FED","SOUTHERN BANCORP BANK","AR",0,0,144413,1175770,1186627,0,36753,0,0.0948,"Arkansas",107660,1139017,0.0945200993488244688182880501344580458413
2596646,34533,1,"State-Chartered","NM","FDIC","FIRST COMMUNITY BANK OF BATESVILLE","AR",0,0,89223,1035561,1046238,438,549,2377,0.0852,"Arkansas",85859,1032197,0.0831808269157922373345398213713079964387
42448,3887,1,"National Charter","N","OCC","FIRST NATIONAL BANK","AR",10004,0,106890,1013245,1011891,0,0,4494,0.1047,"Arkansas",102396,1008751,0.101507706064231906585470547241093193464
677644,16216,1,"State-Chartered","SM","FED","FARMERS & MERCHANTS BANK, THE","AR",0,0,120859,1030119,969614,4839,22736,4471,0.0974,"Arkansas",88813,998073,0.088984473079624436288728379587465045142
48374,28905,1,"State-Chartered","SM","FED","FIRST FINANCIAL BANK","AR",0,0,104274,860344,866511,0,3692,0,0.1173,"Arkansas",100582,856652,0.1174129051236674869141728496519006551085
856748,17211,1,"State-Chartered","SM","FED","CITIZENS BANK, THE","AR",0,0,66512,593764,722365,347,11245,3117,0.0941,"Arkansas",51803,579055,0.0894612774261512291578520175112899465508
466240,16849,1,"State-Chartered","NM","FDIC","FIRST ARKANSAS BANK AND TRUST","AR",0,0,132014,690202,710764,6877,28456,0,0.1519,"Arkansas",96681,654869,0.147634106974066569038998639422540996749
517049,5615,1,"State-Chartered","NM","FDIC","CHAMBERS BANK","AR",0,0,86721,676161,665374,0,4660,0,0.1223,"Arkansas",82061,671501,0.1222053280635471875693409242875289835756
49241,19371,1,"National Charter","N","OCC","RELYANCE BANK, NATIONAL ASSOCIATION","AR",15482,0,76693,569647,563771,0,0,1619,0.1346,"Arkansas",75074,568028,0.1321660199849303203363214489426577563078
3350724,89,1,"State-Chartered","NM","FDIC","SIGNATURE BANK OF ARKANSAS","AR",0,0,59973,501811,502899,59,0,4550,0.1195,"Arkansas",55364,497202,0.1113511208724019613758593086914372830359
906241,14644,1,"National Charter","N","OCC","MALVERN NATIONAL BANK, THE","AR",23202,0,50031,484248,501398,0,0,0,0.1029,"Arkansas",50031,484248,0.1033168954750458442781384745006690786539
27847,1527,1,"State-Chartered","SM","FED","DIAMOND BANK","AR",0,0,52349,488549,488338,0,0,0,0.0999,"Arkansas",52349,488549,0.1071519949892436582615049872172494468313
2619732,34611,1,"State-Chartered","NM","FDIC","COMMUNITY FIRST BANK","AR",0,0,55446,468603,468906,0,0,2569,0.1189,"Arkansas",52877,466034,0.1134616787616354171584047515846483303793
33147,1027,1,"State-Chartered","SM","FED","FARMERS BANK AND TRUST COMPANY","AR",0,0,42567,460305,448378,175,0,127,0.092,"Arkansas",42265,460003,0.0918798355662897850666191307447994904381
26242,18979,1,"National Charter","N","OCC","INTEGRITY FIRST BANK, NATIONAL ASSOCIATION","AR",20412,0,55381,432112,431724,0,10846,0,0.1054,"Arkansas",44535,421266,0.1057170528834513110481263619660736921565
261940,3869,1,"National Charter","N","OCC","ANSTAFF BANK N.A.","AR",13543,0,38143,433651,425346,0,650,0,0.0869,"Arkansas",37493,433001,0.0865887145757169152034290913877797048968
453446,3873,1,"State-Chartered","SM","FED","EAGLE BANK AND TRUST COMPANY","AR",0,0,44792,385621,390027,0,0,0,0.1135,"Arkansas",44792,385621,0.116155499830144105222485289960868313707
848248,19644,1,"National Charter","N","OCC","FIDELITY NATIONAL BANK","AR",15608,0,39770,386513,385820,0,0,0,0.1044,"Arkansas",39770,386513,0.1028943399057728976774390512091443237356
329345,88,1,"State-Chartered","NM","FDIC","FIRST BANK","AR",0,0,34625,373636,384584,507,660,3065,0.09,"Arkansas",30393,369404,0.0822757739493887451137507985836644974066
251745,3863,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF EASTERN ARKANSAS","AR",13637,0,38728,379445,377542,374,0,0,0.1006,"Arkansas",38354,379071,0.10117893481696041111031970264145766888
100843,1294,1,"State-Chartered","SM","FED","FNBC BANK","AR",0,0,33743,371955,375191,0,0,0,0.1016,"Arkansas",33743,371955,0.0907179631944724496242825072925488298316
192147,8738,1,"State-Chartered","SM","FED","CITIZENS BANK & TRUST COMPANY","AR",0,0,45602,369610,370396,0,477,2287,0.1216,"Arkansas",42838,366846,0.1167737960888220125066104032754888972484
592448,1299,1,"State-Chartered","SM","FED","EVOLVE BANK & TRUST","AR",0,0,36301,360432,367680,11041,2504,0,0.09,"Arkansas",22756,346887,0.0656006134562552070270722166007950715939
3306280,57953,1,"National Charter","N","OCC","LEGACY NATIONAL BANK","AR",24573,0,41932,339250,352518,0,0,2864,0.1234,"Arkansas",39068,336386,0.1161403863418810533137526532019763010351
34742,13083,1,"State-Chartered","SM","FED","FIRST WESTERN BANK","AR",0,0,27759,338281,344631,0,570,1217,0.0805,"Arkansas",25972,336494,0.0771841399846654026520532312611814772329
568144,17800,1,"National Charter","N","OCC","ONE BANK & TRUST, NATIONAL ASSOCIATION","AR",24136,0,17599,328406,325945,0,0,0,0.0557,"Arkansas",17599,328406,0.0535891548875477305530349628204113201342
244149,13303,1,"State-Chartered","NM","FDIC","BANK OF ENGLAND","AR",0,0,38127,318669,318361,5378,50,104,0.119,"Arkansas",32595,313137,0.1040918192356700102511041493020626754424
988845,3897,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF WYNNE, THE","AR",10807,0,34502,282643,290916,0,5762,943,0.1028,"Arkansas",27797,275938,0.100736397306641346969246714841739811117
458544,18519,1,"State-Chartered","NM","FDIC","FIRST SERVICE BANK","AR",0,0,26862,260562,264095,0,0,0,0.1029,"Arkansas",26862,260562,0.1030925461118658898841734404863333870633
10849,15050,1,"State-Chartered","NM","FDIC","FIRST STATE BANK","AR",0,0,26065,257204,252239,0,694,1568,0.0969,"Arkansas",23803,254942,0.0933663343034886366310768723866604953283
99143,16464,1,"State-Chartered","NM","FDIC","MERCHANTS & PLANTERS BANK","AR",0,0,22957,248408,242829,0,0,1042,0.0934,"Arkansas",21915,247366,0.0885934202760282334678169190592078135233
155777,28761,1,"State-Chartered","SM","FED","HEARTLAND BANK","AR",0,0,29006,245059,241442,0,3168,0,0.1061,"Arkansas",25838,241891,0.10681670669847162564956943416662877081
989347,13821,1,"State-Chartered","NM","FDIC","CROSS COUNTY BANK","AR",0,0,27631,233621,235375,149,686,825,0.1167,"Arkansas",25971,231961,0.1119627868477890679898776087359513021586
114840,13632,1,"State-Chartered","SM","FED","FIRST STATE BANK","AR",0,0,24878,226921,227078,0,0,1022,0.1097,"Arkansas",23856,225899,0.1056047171523556987857405300598940234353
86349,14597,1,"State-Chartered","SM","FED","UNION BANK OF MENA, THE","AR",0,0,23272,217263,221600,0,0,0,0.107,"Arkansas",23272,217263,0.1071144189300525169955307622558834223959
519146,21805,1,"State-Chartered","SM","FED","FIRST STATE BANK OF DEQUEEN","AR",0,0,18768,214931,216535,0,0,0,0.09,"Arkansas",18768,214931,0.0873210472198054259273906509530965751799
1397471,91280,1,"State-Chartered","SM","FED","BANK OF LITTLE ROCK","AR",0,0,21833,199568,205378,0,207,645,0.1086,"Arkansas",20981,198716,0.1055828418446426055274864630930574286922
325141,1296,1,"State-Chartered","NM","FDIC","FARMERS BANK","AR",0,0,39151,200634,203783,0,1637,0,0.1885,"Arkansas",37514,198997,0.1885154047548455504354337000055277215234
22048,1753,1,"State-Chartered","NM","FDIC","UNION BANK & TRUST COMPANY","AR",0,0,18689,196264,195919,0,0,0,0.0949,"Arkansas",18689,196264,0.0952237802144050870256389353116210818082
799948,3896,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF LAWRENCE COUNTY AT WALNUT RIDGE, THE","AR",11312,0,20391,191852,193397,0,0,0,0.1085,"Arkansas",20391,191852,0.1062850530617350874632529241290161165899
514048,5635,1,"State-Chartered","NM","FDIC","CORNERSTONE BANK","AR",0,0,19643,186605,193090,0,0,0,0.1053,"Arkansas",19643,186605,0.1052651322311835159829586559845663299483
2769570,35084,1,"State-Chartered","SM","FED","PETIT JEAN STATE BANK","AR",0,0,21635,192174,191466,0,0,425,0.1126,"Arkansas",21210,191749,0.1106133539157961710360940604644613531231
23643,90,1,"State-Chartered","SM","FED","COMMERCIAL BANK & TRUST COMPANY","AR",0,0,18282,190043,191453,0,0,0,0.097,"Arkansas",18282,190043,0.0961992812153039049057318606841609530475
864846,3854,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF NORTH ARKANSAS","AR",10406,0,20182,192404,191399,24,228,0,0.1038,"Arkansas",19930,192152,0.1037199716890794787459927557350430908864
676049,5623,1,"State-Chartered","NM","FDIC","SMACKOVER STATE BANK","AR",0,0,22212,193277,191307,0,0,49,0.1134,"Arkansas",22163,193228,0.114698697911275798538514086985323038069
335346,15729,1,"National Charter","N","OCC","HELENA NATIONAL BANK","AR",14429,0,27040,188510,187993,0,0,940,0.1451,"Arkansas",26100,187570,0.1391480513941461854241083328890547528923
705444,3858,1,"State-Chartered","SM","FED","ARKANSAS COUNTY BANK","AR",0,0,17591,178013,175124,0,0,0,0.0965,"Arkansas",17591,178013,0.098818625605995067775948947548774527703
458142,109,1,"State-Chartered","NM","FDIC","HORATIO STATE BANK","AR",0,0,17986,162995,166656,0,0,620,0.1102,"Arkansas",17366,162375,0.1069499615088529638183217859892224788299
379649,11252,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF IZARD COUNTY","AR",21165,0,52424,161352,161076,0,0,93,0.326,"Arkansas",52331,161259,0.3245152208558902138795354057758016606825
712648,12531,1,"State-Chartered","NM","FDIC","PEOPLES BANK, THE","AR",0,0,16386,150504,152535,0,0,0,0.1032,"Arkansas",16386,150504,0.1088741827459735289427523520969542337745
2716828,34887,1,"State-Chartered","SM","FED","FIRST COMMUNITY BANK OF EASTERN ARKANSAS","AR",0,0,18630,152746,151370,0,0,571,0.1137,"Arkansas",18059,152175,0.1186725809101363561688845079678002299984
539377,32025,1,"State-Chartered","SM","FED","UNITED BANK","AR",0,0,22933,147016,150377,0,0,0,0.1561,"Arkansas",22933,147016,0.1559898242368177613320999074930619796485
314444,1028,1,"State-Chartered","SM","FED","FBT BANK & MORTGAGE","AR",0,0,15534,149464,149759,0,0,0,0.1086,"Arkansas",15534,149464,0.1039313814697853663758497029385002408607
2594240,34562,1,"State-Chartered","SM","FED","CAPITAL BANK, THE","AR",0,0,15584,142147,145549,0,0,3122,0.0922,"Arkansas",12462,139025,0.089638554216867469879518072289156626506
639343,14749,1,"State-Chartered","NM","FDIC","RIVER TOWN BANK","AR",0,0,17001,144351,143602,0,0,1319,0.1105,"Arkansas",15682,143032,0.1096398008837183287655909167179372448123
514440,1757,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF CROSSETT","AR",15504,0,15485,141537,141371,0,0,287,0.1124,"Arkansas",15198,141250,0.1075964601769911504424778761061946902655
748441,81,1,"State-Chartered","SM","FED","WARREN BANK AND TRUST COMPANY","AR",0,0,22294,137207,137431,0,0,0,0.1594,"Arkansas",22294,137207,0.1624844213487650047009263375775288432806
45047,14534,1,"National Charter","N","OCC","FIRST NATIONAL BANK AT PARIS, THE","AR",14209,0,18557,134857,132811,0,4992,0,0.1045,"Arkansas",13565,129865,0.1044546259577253301505409463673815115697
2939391,57058,1,"State-Chartered","SM","FED","PEOPLES BANK","AR",0,0,18439,134538,131978,0,0,108,0.1364,"Arkansas",18331,134430,0.1363609313397307148701926653276798333705
931047,11243,1,"State-Chartered","SM","FED","BANK OF SALEM","AR",0,0,13280,128519,127789,0,0,1181,0.1033,"Arkansas",12099,127338,0.0950148423879753098053998021014936625359
897648,11242,1,"State-Chartered","NM","FDIC","MCGEHEE BANK","AR",0,0,18215,122437,126034,0,0,0,0.1497,"Arkansas",18215,122437,0.1487703880362962176466264282855672713314
400945,5636,1,"State-Chartered","NM","FDIC","BANK OF GRAVETT","AR",0,0,17300,124042,123105,0,0,0,0.1398,"Arkansas",17300,124042,0.1394688895696618887151126231437738830396
3405633,15880,1,"State-Chartered","SM","FED","TWIN LAKES COMMUNITY BANK","AR",0,0,15233,113689,121578,905,4624,0,0.0943,"Arkansas",9704,108160,0.0897189349112426035502958579881656804734
460341,1522,1,"State-Chartered","NM","FDIC","DEWITT BANK AND TRUST COMPANY","AR",0,0,23154,123675,119286,11,2009,1386,0.1743,"Arkansas",19748,120269,0.1641985881648637637296393916969460126882
644842,8735,1,"State-Chartered","NM","FDIC","MERCHANTS AND FARMERS BANK","AR",0,0,12249,114383,114085,0,0,0,0.1065,"Arkansas",12249,114383,0.1070875916875759509717353103170925749456
3488579,1756,1,"State-Chartered","NM","FDIC","CENTRAL BANK","AR",0,0,16681,110509,113584,0,250,294,0.1487,"Arkansas",16137,109965,0.1467466921293138725958259446187423271041
843542,94,1,"State-Chartered","SM","FED","FIRST STATE BANK OF WARREN","AR",0,0,11678,111682,113405,0,0,182,0.1041,"Arkansas",11496,111500,0.1031031390134529147982062780269058295964
1879016,33470,1,"State-Chartered","NM","FDIC","TODAY'S BANK","AR",0,0,16598,111108,111709,0,0,0,0.148,"Arkansas",16598,111108,0.1493861828131187673254851135831803290492
913146,17431,1,"State-Chartered","NM","FDIC","STONE BANK","AR",0,0,15545,100032,103307,0,939,0,0.148,"Arkansas",14606,99093,0.1473968897903989181879648411088573360379
629148,105,1,"State-Chartered","SM","FED","BANK OF CAVE CITY","AR",0,0,9015,98050,97934,0,156,0,0.0921,"Arkansas",8859,97894,0.09049584244182483093958771732690461111
126049,5634,1,"State-Chartered","SM","FED","BANK OF STAR CITY","AR",0,0,13296,93623,94234,0,0,0,0.1419,"Arkansas",13296,93623,0.1420163848626939961334287514820076263311
455945,99,1,"State-Chartered","NM","FDIC","BANK OF DELIGHT","AR",0,0,17558,93927,92909,0,0,0,0.1879,"Arkansas",17558,93927,0.1869324049527824800110724285881588893502
855143,15035,1,"State-Chartered","NM","FDIC","RIVERWIND BANK","AR",0,0,8959,92262,90717,0,0,656,0.0975,"Arkansas",8303,91606,0.0906381678056022531275243979651987861057
3284780,11256,1,"State-Chartered","NM","FDIC","PINNACLE BANK","AR",0,0,9841,89135,88447,0,200,130,0.1112,"Arkansas",9511,88805,0.1070998254602781374922583187883565114577
967943,101,1,"State-Chartered","NM","FDIC","BANK OF PRESCOTT","AR",0,0,10584,82733,85848,0,0,60,0.1252,"Arkansas",10524,82673,0.1272966990432184631016172148101556735573
173342,5628,1,"State-Chartered","SM","FED","PIGGOTT STATE BANK","AR",0,0,7897,82909,84939,0,0,0,0.0855,"Arkansas",7897,82909,0.0952490079484736277123110880604035750039
2059990,33818,1,"National Charter","SA","OCC","PRIORITY BANK","AR",711025,11025,6252,79404,82358,0,202,0,0.0764,"Arkansas",6050,79202,0.0763869599252544127673543597383904446857
932642,5632,1,"State-Chartered","NM","FDIC","LOGAN COUNTY BANK","AR",0,0,14743,81082,81418,0,0,156,0.1848,"Arkansas",14587,80926,0.180251093591676346291673874898055013222
898140,1523,1,"State-Chartered","SM","FED","BANK OF MCCRORY","AR",0,0,8105,82662,80917,0,0,12,0.0978,"Arkansas",8093,82650,0.0979189352692075015124016938898971566848
28349,91,1,"State-Chartered","SM","FED","ALLIED BANK","AR",0,0,5789,81764,79327,0,0,0,0.0707,"Arkansas",5789,81764,0.070801330658969717724181791497480553789
942847,5624,1,"State-Chartered","NM","FDIC","BODCAW BANK","AR",0,0,9086,75876,74981,0,0,0,0.1185,"Arkansas",9086,75876,0.1197480099109072697559175496863303284306
596642,5629,1,"State-Chartered","NM","FDIC","HOMEBANK OF ARKANSAS","AR",0,0,7931,73722,74689,0,0,557,0.1081,"Arkansas",7374,73165,0.1007858948951001161757671017563042438324
476445,15547,1,"State-Chartered","SM","FED","BANK OF LAKE VILLAGE","AR",0,0,6875,61074,62009,0,0,99,0.1125,"Arkansas",6776,60975,0.1111275112751127511275112751127511275113
741648,16395,1,"State-Chartered","NM","FDIC","SECURITY BANK","AR",0,0,5052,60968,59993,0,0,560,0.0826,"Arkansas",4492,60408,0.0743610117865183419414647066613693550523
977045,93,1,"State-Chartered","NM","FDIC","RIVERSIDE BANK","AR",0,0,5557,60956,58714,0,158,0,0.0889,"Arkansas",5399,60798,0.0888022632323431691831968156847264712655
713140,17047,1,"State-Chartered","SM","FED","FIRST DELTA BANK","AR",0,0,5852,60515,57287,0,0,20,0.0996,"Arkansas",5832,60495,0.0964046615422762211753037441110835606248
29476,31711,1,"State-Chartered","NM","FDIC","RIVERBANK","AR",0,0,6886,54449,55446,45,199,0,0.1216,"Arkansas",6642,54205,0.1225348215109307259477907942071764597362
